eco_num,name,moves,FEN
A23,"English: Bremen system, Keres variation",1. c2-c4 e7-e5 2. b1-c3 g8-f6 3. g2-g3 c7-c6,rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4
A24,English: Bremen system with ...g6,1. c2-c4 e7-e5 2. b1-c3 g8-f6 3. g2-g3 g7-g6,rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4
A25,English: Sicilian reversed,1. c2-c4 e7-e5 2. b1-c3 b8-c6,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3
A25,English: closed system,1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5
A25,"English: closed, Taimanov variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. e2-e3 d7-d6 6. g1-e2 g8-h6,r1bqk2r/ppp2pbp/2np2pn/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7
A25,"English: closed, Hort variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. e2-e3 d7-d6 6. g1-e2 c8-e6,r2qk1nr/ppp2pbp/2npb1p1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7
A25,"English: closed, 5.Rb1",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. a1-b1,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR b Kkq - 3 5
A25,"English: closed, 5.Rb1 Taimanov variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. a1-b1 g8-h6,r1bqk2r/pppp1pbp/2n3pn/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR w Kkq - 4 6
A25,English: closed system (without ...d6),1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. d2-d3,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR b KQkq - 0 5
A26,English: Botvinnik system,1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. d2-d3 d7-d6 6. e2-e4,r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR b KQkq - 0 6
A27,English: three knights system,1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3
A28,English: four knights system,1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 4 4
A28,English: Nenarokov variation,1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. d2-d4 e5-d4 5. f3-d4 f8-b4 6. c1-g5 h7-h6 7. g5-h4 b4-c3 8. b2-c3 c6-e5,r1bqk2r/pppp1pp1/5n1p/4n3/2PN3B/2P5/P3PPPP/R2QKB1R w KQkq - 1 9
A28,English: Bradley Beach variation,1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. d2-d4 e5-e4,r1bqkb1r/pppp1ppp/2n2n2/8/2PPp3/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5
A28,"English: four knights, Nimzovich variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. e2-e4,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 4
A28,"English: four knights, Marini variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. a2-a3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/P1N2N2/1P1PPPPP/R1BQKB1R b KQkq - 0 4
A28,"English: four knights, Capablanca variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. d2-d3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R b KQkq - 0 4
A28,"English: four knights, 4.e3",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. e2-e3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N1PN2/PP1P1PPP/R1BQKB1R b KQkq - 0 4
A28,"English: four knights, Stean variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. e2-e3 f8-b4 5. d1-c2 0--0 6. c3-d5 f8-e8 7. c2-f5,r1bqr1k1/pppp1ppp/2n2n2/3NpQ2/1bP5/4PN2/PP1P1PPP/R1B1KB1R b KQ - 6 7
A28,"English: four knights, Romanishin variation",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. e2-e3 f8-b4 5. d1-c2 b4-c3,r1bqk2r/pppp1ppp/2n2n2/4p3/2P5/2b1PN2/PPQP1PPP/R1B1KB1R w KQkq - 0 6
A29,"English: four knights, kingside fianchetto",1. c2-c4 e7-e5 2. b1-c3 b8-c6 3. g1-f3 g8-f6 4. g2-g3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq - 0 4
A30,English: symmetrical variation,1. c2-c4 c7-c5,rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2
A30,"English: symmetrical, hedgehog system",1. c2-c4 c7-c5 2. g1-f3 g8-f6 3. g2-g3 b7-b6 4. f1-g2 c8-b7 5. 0--0 e7-e6 6. b1-c3 f8-e7,rn1qk2r/pb1pbppp/1p2pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 7
A30,"English: symmetrical, hedgehog, flexible formation",1. c2-c4 c7-c5 2. g1-f3 g8-f6 3. g2-g3 b7-b6 4. f1-g2 c8-b7 5. 0--0 e7-e6 6. b1-c3 f8-e7 7. d2-d4 c5-d4 8. d1-d4 d7-d6 9. f1-d1 a7-a6 10. b2-b3 b8-d7,r2qk2r/1b1nbppp/pp1ppn2/8/2PQ4/1PN2NP1/P3PPBP/R1BR2K1 w kq - 1 11
A31,"English: symmetrical, Benoni formation",1. c2-c4 c7-c5 2. g1-f3 g8-f6 3. d2-d4,rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3
A33,"English: symmetrical, Geller variation",1. c2-c4 c7-c5 2. g1-f3 g8-f6 3. d2-d4 c5-d4 4. f3-d4 e7-e6 5. b1-c3 b8-c6 6. g2-g3 d8-b6,r1b1kb1r/pp1p1ppp/1qn1pn2/8/2PN4/2N3P1/PP2PP1P/R1BQKB1R w KQkq - 1 7
A34,"English: symmetrical, three knights system",1. c2-c4 c7-c5 2. b1-c3 g8-f6 3. g1-f3 d7-d5 4. c4-d5 f6-d5,rnbqkb1r/pp2pppp/8/2pn4/8/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5
A34,"English: symmetrical, Rubinstein system",1. c2-c4 c7-c5 2. b1-c3 g8-f6 3. g2-g3 d7-d5 4. c4-d5 f6-d5 5. f1-g2 d5-c7,rnbqkb1r/ppn1pppp/8/2p5/8/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 6
A35,"English: symmetrical, four knights system",1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g1-f3 g8-f6,r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 4 4
A36,English: ultra-symmetrical variation,1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5
A36,"English: symmetrical, Botvinnik system reversed",1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. e2-e3 e7-e5,r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR w KQkq - 0 6
A36,"English: symmetrical, Botvinnik system",1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. e2-e4,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq - 0 5
A38,"English: symmetrical, main line with d3",1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. g1-f3 g8-f6 6. 0--0 0--0 7. d2-d3,r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 b - - 0 7
A38,"English: symmetrical, main line with b3",1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. g1-f3 g8-f6 6. 0--0 0--0 7. b2-b3,r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/1PN2NP1/P2PPPBP/R1BQ1RK1 b - - 0 7
A39,"English: symmetrical, main line with d4",1. c2-c4 c7-c5 2. b1-c3 b8-c6 3. g2-g3 g7-g6 4. f1-g2 f8-g7 5. g1-f3 g8-f6 6. 0--0 0--0 7. d2-d4,r1bq1rk1/pp1pppbp/2n2np1/2p5/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 0 7
A40,Ферзевое пешечное начало,1. d2-d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1
A40,Queen's pawn: Lundin (Kevitz-Mikenas) defence,1. d2-d4 b8-c6,r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2
A40,Queen's pawn: Charlick (Englund) gambit,1. d2-d4 e7-e5,rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A40,Queen's pawn: Englund gambit,1. d2-d4 e7-e5 2. d4-e5 b8-c6 3. g1-f3 d8-e7 4. d1-d5 f7-f6 5. e5-f6 g8-f6,r1b1kb1r/ppppq1pp/2n2n2/3Q4/8/5N2/PPP1PPPP/RNB1KB1R w KQkq - 0 6
A40,Queen's pawn: English defence,1. d2-d4 b7-b6,rnbqkbnr/p1pppppp/1p6/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A40,Polish defence,1. d2-d4 b7-b5,rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A40,Ферзевое пешечное начало,1. d2-d4 e7-e6,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A40,Queen's pawn: Keres defence,1. d2-d4 e7-e6 2. c2-c4 b7-b6,rnbqkbnr/p1pp1ppp/1p2p3/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3
A40,Queen's pawn: Franco-Indian (Keres) defence,1. d2-d4 e7-e6 2. c2-c4 f8-b4,rnbqk1nr/pppp1ppp/4p3/8/1bPP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3
A40,Современная защита,1. d2-d4 g7-g6,rnbqkbnr/pppppp1p/6p1/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A40,Beefeater defence,1. d2-d4 g7-g6 2. c2-c4 f8-g7 3. b1-c3 c7-c5 4. d4-d5 g7-c3 5. b2-c3 f7-f5,rnbqk1nr/pp1pp2p/6p1/2pP1p2/2P5/2P5/P3PPPP/R1BQKBNR w KQkq - 0 6
A41,Ферзевое пешечное начало,1. d2-d4 d7-d6,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A41,Old Indian: Tartakower (Wade) variation,1. d2-d4 d7-d6 2. g1-f3 c8-g4,rn1qkbnr/ppp1pppp/3p4/8/3P2b1/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3
A41,Old Indian defence,1. d2-d4 d7-d6 2. c2-c4,rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2
A41,Robatsch defence: Rossolimo variation,1. e2-e4 g7-g6 2. d2-d4 f8-g7 3. g1-f3 d7-d6 4. c2-c4 c8-g4,rn1qk1nr/ppp1ppbp/3p2p1/8/2PPP1b1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 5
A42,Modern defence: Averbakh system,1. d2-d4 d7-d6 2. c2-c4 g7-g6 3. b1-c3 f8-g7 4. e2-e4,rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4
A42,Pterodactyl defence,1. d2-d4 d7-d6 2. c2-c4 g7-g6 3. b1-c3 f8-g7 4. e2-e4 c7-c5 5. g1-f3 d8-a5,rnb1k1nr/pp2ppbp/3p2p1/q1p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 6
A42,"Modern defence: Averbakh system, Randspringer variation",1. d2-d4 d7-d6 2. c2-c4 g7-g6 3. b1-c3 f8-g7 4. e2-e4 f7-f5,rnbqk1nr/ppp1p1bp/3p2p1/5p2/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5
A42,"Modern defence: Averbakh system, Kotov variation",1. d2-d4 d7-d6 2. c2-c4 g7-g6 3. b1-c3 f8-g7 4. e2-e4 b8-c6,r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 1 5
A43,Old Benoni defence,1. d2-d4 c7-c5,rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2
A43,Old Benoni: Franco-Benoni defence,1. d2-d4 c7-c5 2. d4-d5 e7-e6 3. e2-e4,rnbqkbnr/pp1p1ppp/4p3/2pP4/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3
A43,Old Benoni: Mujannah formation,1. d2-d4 c7-c5 2. d4-d5 f7-f5,rnbqkbnr/pp1pp1pp/8/2pP1p2/8/8/PPP1PPPP/RNBQKBNR w KQkq - 0 3
A43,Woozle defence,1. d2-d4 c7-c5 2. d4-d5 g8-f6 3. b1-c3 d8-a5,rnb1kb1r/pp1ppppp/5n2/q1pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 3 4
A43,Hawk (Habichd) defence,1. d2-d4 c7-c5 2. d4-d5 g8-f6 3. g1-f3 c5-c4,rnbqkb1r/pp1ppppp/5n2/3P4/2p5/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 4
A43,Old Benoni: Schmid's system,1. d2-d4 c7-c5 2. d4-d5 d7-d6 3. b1-c3 g7-g6,rnbqkbnr/pp2pp1p/3p2p1/2pP4/8/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 4
A44,Semi-Benoni (`blockade variation'),1. d2-d4 c7-c5 2. d4-d5 e7-e5 3. e2-e4 d7-d6,rnbqkbnr/pp3ppp/3p4/2pPp3/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 4
A45,Дебют Ферзевой Пешки,1. d2-d4 g8-f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2
A45,Queen's pawn: Bronstein gambit,1. d2-d4 g8-f6 2. g2-g4,rnbqkb1r/pppppppp/5n2/8/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq - 0 2
A45,Canard opening,1. d2-d4 g8-f6 2. f2-f4,rnbqkb1r/pppppppp/5n2/8/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq - 0 2
A45,Paleface attack,1. d2-d4 g8-f6 2. f2-f3,rnbqkb1r/pppppppp/5n2/8/3P4/5P2/PPP1P1PP/RNBQKBNR b KQkq - 0 2
A45,Blackmar-Diemer gambit,1. d2-d4 g8-f6 2. f2-f3 d7-d5 3. e2-e4,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3
A45,Gedult attack,1. d2-d4 g8-f6 2. f2-f3 d7-d5 3. g2-g4,rnbqkb1r/ppp1pppp/5n2/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq - 0 3
A45,"Trompovsky attack (Ruth, Opovcensky opening)",1. d2-d4 g8-f6 2. c1-g5,rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2
A46,Дебют Ферзевой Пешки,1. d2-d4 g8-f6 2. g1-f3,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2
A46,Queen's pawn: Torre attack,1. d2-d4 g8-f6 2. g1-f3 e7-e6 3. c1-g5,rnbqkb1r/pppp1ppp/4pn2/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3
A46,"Queen's pawn: Torre attack, Wagner gambit",1. d2-d4 g8-f6 2. g1-f3 e7-e6 3. c1-g5 c7-c5 4. e2-e4,rnbqkb1r/pp1p1ppp/4pn2/2p3B1/3PP3/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 4
A46,Queen's pawn: Yusupov-Rubinstein system,1. d2-d4 g8-f6 2. g1-f3 e7-e6 3. e2-e3,rnbqkb1r/pppp1ppp/4pn2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3
A46,Doery defence,1. d2-d4 g8-f6 2. g1-f3 f6-e4,rnbqkb1r/pppppppp/8/8/3Pn3/5N2/PPP1PPPP/RNBQKB1R w KQkq - 3 3
A47,Queen's Indian defence,1. d2-d4 g8-f6 2. g1-f3 b7-b6,rnbqkb1r/p1pppppp/1p3n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3
A47,Queen's Indian: Marienbad system,1. d2-d4 g8-f6 2. g1-f3 b7-b6 3. g2-g3 c8-b7 4. f1-g2 c7-c5,rn1qkb1r/pb1ppppp/1p3n2/2p5/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5
A47,"Queen's Indian: Marienbad system, Berg variation",1. d2-d4 g8-f6 2. g1-f3 b7-b6 3. g2-g3 c8-b7 4. f1-g2 c7-c5 5. c2-c4 c5-d4 6. d1-d4,rn1qkb1r/pb1ppppp/1p3n2/8/2PQ4/5NP1/PP2PPBP/RNB1K2R b KQkq - 0 6
A48,King's Indian: East Indian defence,1. d2-d4 g8-f6 2. g1-f3 g7-g6,rnbqkb1r/pppppp1p/5np1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3
A48,King's Indian: Torre attack,1. d2-d4 g8-f6 2. g1-f3 g7-g6 3. c1-g5,rnbqkb1r/pppppp1p/5np1/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3
A48,King's Indian: London system,1. d2-d4 g8-f6 2. g1-f3 g7-g6 3. c1-f4,rnbqkb1r/pppppp1p/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3
A49,King's Indian: fianchetto without c4,1. d2-d4 g8-f6 2. g1-f3 g7-g6 3. g2-g3,rnbqkb1r/pppppp1p/5np1/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3
A50,Дебют Ферзевой Пешки,1. d2-d4 g8-f6 2. c2-c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2
A50,Kevitz-Trajkovich defence,1. d2-d4 g8-f6 2. c2-c4 b8-c6,r1bqkb1r/pppppppp/2n2n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3
A50,Queen's Indian accelerated,1. d2-d4 g8-f6 2. c2-c4 b7-b6,rnbqkb1r/p1pppppp/1p3n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3
A51,Budapest defence declined,1. d2-d4 g8-f6 2. c2-c4 e7-e5,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3
A51,Budapest: Fajarowicz variation,1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-e4,rnbqkb1r/pppp1ppp/8/4P3/2P1n3/8/PP2PPPP/RNBQKBNR w KQkq - 1 4
A51,"Budapest: Fajarowicz, Steiner variation",1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-e4 4. d1-c2,rnbqkb1r/pppp1ppp/8/4P3/2P1n3/8/PPQ1PPPP/RNB1KBNR b KQkq - 2 4
A52,Budapest defence,1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-g4,rnbqkb1r/pppp1ppp/8/4P3/2P3n1/8/PP2PPPP/RNBQKBNR w KQkq - 1 4
A52,Budapest: Adler variation,1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-g4 4. g1-f3,rnbqkb1r/pppp1ppp/8/4P3/2P3n1/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 4
A52,Budapest: Rubinstein variation,1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-g4 4. c1-f4,rnbqkb1r/pppp1ppp/8/4P3/2P2Bn1/8/PP2PPPP/RN1QKBNR b KQkq - 2 4
A52,Budapest: Alekhine variation,1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-g4 4. e2-e4,rnbqkb1r/pppp1ppp/8/4P3/2P1P1n1/8/PP3PPP/RNBQKBNR b KQkq - 0 4
A52,"Budapest: Alekhine, Abonyi variation",1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-g4 4. e2-e4 g4-e5 5. f2-f4 e5-c6,rnbqkb1r/pppp1ppp/2n5/8/2P1PP2/8/PP4PP/RNBQKBNR w KQkq - 1 6
A52,"Budapest: Alekhine variation, Balogh gambit",1. d2-d4 g8-f6 2. c2-c4 e7-e5 3. d4-e5 f6-g4 4. e2-e4 d7-d6,rnbqkb1r/ppp2ppp/3p4/4P3/2P1P1n1/8/PP3PPP/RNBQKBNR w KQkq - 0 5
A53,Old Indian: Janowski variation,1. d2-d4 g8-f6 2. c2-c4 d7-d6 3. b1-c3 c8-f5,rn1qkb1r/ppp1pppp/3p1n2/5b2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4
A54,Old Indian: Ukrainian variation,1. d2-d4 g8-f6 2. c2-c4 d7-d6 3. b1-c3 e7-e5,rnbqkb1r/ppp2ppp/3p1n2/4p3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4
A54,Old Indian: Dus-Khotimirsky variation,1. d2-d4 g8-f6 2. c2-c4 d7-d6 3. b1-c3 e7-e5 4. e2-e3 b8-d7 5. f1-d3,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PP4/2NBP3/PP3PPP/R1BQK1NR b KQkq - 2 5
A54,"Old Indian: Ukrainian variation, 4.Nf3",1. d2-d4 g8-f6 2. c2-c4 d7-d6 3. b1-c3 e7-e5 4. g1-f3,rnbqkb1r/ppp2ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4
A55,Old Indian: main line,1. d2-d4 g8-f6 2. c2-c4 d7-d6 3. b1-c3 e7-e5 4. g1-f3 b8-d7 5. e2-e4,r1bqkb1r/pppn1ppp/3p1n2/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5
A56,Benoni defence,1. d2-d4 g8-f6 2. c2-c4 c7-c5,rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3
A56,"Benoni defence, Hromodka system",1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 d7-d6,rnbqkb1r/pp2pppp/3p1n2/2pP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4
A56,Vulture defence,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 f6-e4,rnbqkb1r/pp1ppppp/8/2pP4/2P1n3/8/PP2PPPP/RNBQKBNR w KQkq - 1 4
A56,Czech Benoni defence,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 e7-e5,rnbqkb1r/pp1p1ppp/5n2/2pPp3/2P5/8/PP2PPPP/RNBQKBNR w KQkq e6 0 4
A56,Czech Benoni: King's Indian system,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 e7-e5 4. b1-c3 d7-d6 5. e2-e4 g7-g6,rnbqkb1r/pp3p1p/3p1np1/2pPp3/2P1P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6
A57,Benko gambit,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5,rnbqkb1r/p2ppppp/5n2/1ppP4/2P5/8/PP2PPPP/RNBQKBNR w KQkq - 0 4
A57,Benko gambit half accepted,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5 4. c4-b5 a7-a6,rnbqkb1r/3ppppp/p4n2/1PpP4/8/8/PP2PPPP/RNBQKBNR w KQkq - 0 5
A57,Benko gambit: Zaitsev system,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5 4. c4-b5 a7-a6 5. b1-c3,rnbqkb1r/3ppppp/p4n2/1PpP4/8/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 5
A57,Benko gambit: Nescafe Frappe attack,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5 4. c4-b5 a7-a6 5. b1-c3 a6-b5 6. e2-e4 b5-b4 7. c3-b5 d7-d6 8. f1-c4,rnbqkb1r/4pppp/3p1n2/1NpP4/1pB1P3/8/PP3PPP/R1BQK1NR b KQkq - 1 8
A58,Benko gambit accepted,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5 4. c4-b5 a7-a6 5. b5-a6,rnbqkb1r/3ppppp/P4n2/2pP4/8/8/PP2PPPP/RNBQKBNR b KQkq - 0 5
A58,Benko gambit: Nd2 variation,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5 4. c4-b5 a7-a6 5. b5-a6 c8-a6 6. b1-c3 d7-d6 7. g1-f3 g7-g6 8. f3-d2,rn1qkb1r/4pp1p/b2p1np1/2pP4/8/2N5/PP1NPPPP/R1BQKB1R b KQkq - 1 8
A58,Benko gambit: fianchetto variation,1. d2-d4 g8-f6 2. c2-c4 c7-c5 3. d4-d5 b7-b5 4. c4-b5 a7-a6 5. b5-a6 c8-a6 6. b1-c3 d7-d6 7. g1-f3 g7-g6 8. g2-g3,rn1qkb1r/4pp1p/b2p1np1/2pP4/8/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 8
